Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,PriceMtsq,RemainSquare
6641,54,3.0,118.90761184257369,118.90761184257369,0.0,2.0,13.0,1977,0.006076152,1,1,30,5285,0,645.0,6,6,1,571069.0526003882,4802.628223300358,0.0
7704,150,3.0,62.180535989371776,44.169694075407364,5.0,4.0,5.0,1964,0.020741326,1,1,24,5613,5,1340.0,2,5,1,241718.0995266293,3887.3595359156284,13.010841913964413
5073,74,2.0,82.66791473448255,81.66791473448255,1.0,16.0,17.0,1977,0.075778755,1,1,6,1437,3,900.0,0,2,1,244145.8270685723,2953.3323521312177,0.0
4378,27,3.0,106.95887123511149,0.6418221077821484,0.0,7.0,13.0,2018,0.072157581,1,1,2,629,1,900.0,0,0,0,337299.86793644377,3153.547377991757,106.31704912732934
7550,23,2.0,64.55620925344805,63.556209253448046,1.0,8.0,17.0,1977,0.075778755,1,1,6,1437,3,900.0,0,2,1,173910.92372317292,2693.945721633029,0.0
8054,23,1.0,42.53004325868857,37.04082933927086,1.0,3.0,9.0,2014,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,95338.19854860756,2241.6670956272933,4.489213919417715
522,11,2.0,48.37223191245333,31.00758147862463,6.0,4.0,9.0,1972,0.00016967599999999998,1,1,36,5992,0,900.0,1,1,1,213374.16640304858,4411.087890036264,11.3646504338287
89,50,2.0,39.43535081853332,23.37768698871145,7.0,9.0,9.0,1965,0.007658515,1,1,35,7077,56,2301.0,3,19,1,283877.6171417454,7198.556910221076,9.057663829821873
4785,61,1.0,41.7651555000357,19.343185677164602,9.0,12.0,16.0,1984,0.300322518,1,1,52,10311,6,900.0,1,9,1,189007.23894421052,4525.476720517632,13.421969822871102
13253,27,2.0,63.679115983087094,37.275774657400376,1.0,9.0,15.0,1977,0.017647053,1,1,2,469,0,900.0,0,0,1,178721.70633739038,2806.5984205066243,25.403341325686718
13905,44,1.0,34.7672268816687,18.209648101536544,6.0,7.0,9.0,1972,0.036122292,1,1,24,4378,0,1036.0,1,1,1,154928.80993818038,4456.173926827274,10.557578780132154
8384,90,2.0,42.17678220950818,28.085689937853193,5.0,2.0,5.0,1965,0.265088676,1,1,37,5288,0,1937.0,3,2,1,176344.82040566398,4181.087583440859,9.09109227165499
6486,200,3.0,85.28038875664878,58.447967179062545,9.0,7.0,5.0,1960,0.0,1,1,33,7425,1,900.0,2,5,1,402871.91631724115,4724.086301562876,17.83242157758623
11703,23,1.0,41.11876598003856,40.11876598003856,1.0,4.0,17.0,1977,0.075778755,1,1,6,1437,3,900.0,0,2,1,103510.22360146276,2517.347520879217,0.0
14591,43,2.0,43.701661788670734,26.350358249023103,5.0,5.0,9.0,1961,0.015016892,1,1,17,3079,59,2890.0,0,8,1,287056.01254272985,6568.537689272644,12.351303539647631
8224,177,3.0,77.8739361356098,48.99113289942049,12.0,9.0,25.0,2012,0.0,1,1,36,6714,2,2672.0,0,2,1,191550.1213566216,2459.7462368289166,16.882803236189304
9371,23,2.0,60.503248324677,60.503248324677,0.0,7.0,13.0,1977,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,229778.0579017187,3797.780520289865,0.0
10739,99,2.0,45.257138805377025,32.61382570011897,5.0,4.0,5.0,1971,0.033493708,1,1,66,10573,1,1322.0,3,8,1,171266.94942738526,3784.307933470972,7.643313105258052
1853,101,3.0,58.4198155580721,37.27561392063118,5.0,5.0,5.0,1963,0.225824954,0,1,41,6558,7,1548.0,3,2,1,197456.9208142761,3379.9648103646346,16.144201637440922
9833,1,2.0,56.49431782042168,54.72356903322895,0.0,9.0,17.0,1977,0.007122317,1,1,1,264,0,900.0,0,1,1,196078.90728935658,3470.77219186241,1.7707487871927299
175,23,2.0,58.692132931238426,57.692132931238426,1.0,16.0,17.0,1977,0.075778755,1,1,6,1437,3,900.0,0,2,1,184501.01122512695,3143.5390402540256,0.0
10521,38,3.0,104.21139562017449,37.04082933927086,0.0,7.0,13.0,2017,0.060753049,1,1,15,2787,2,520.0,0,7,1,435462.0480700058,4178.641361422318,67.17056628090363
7008,21,2.0,48.85174210675611,33.533432105863035,5.0,5.0,5.0,1970,0.194489265,1,1,47,8004,3,125.0,3,5,1,183826.31652243072,3762.942908375991,10.318310000893078
1821,23,2.0,49.929488622133064,48.929488622133064,1.0,9.0,12.0,1977,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,88464.4253950588,1771.7871309389643,0.0
14292,103,1.0,41.53813827372754,23.292934580888872,8.0,7.0,16.0,1981,0.014423114,1,1,19,3806,4,900.0,0,3,1,234052.26552661308,5634.635427911048,10.245203692838668
7596,23,1.0,58.80798919400547,46.80798919400547,12.0,3.0,9.0,1977,0.014072961,1,1,2,475,0,900.0,0,0,1,96029.16787733519,1632.9272466796708,0.0
13393,98,1.0,41.27061351984075,20.45594534035546,7.0,8.0,14.0,2003,0.195781053,1,1,23,5212,6,900.0,3,2,1,214733.34225833853,5203.056701716004,13.814668179485292
2221,170,1.0,35.390235379659565,21.675589451961883,5.0,3.0,5.0,1963,0.21843974,1,1,21,4472,6,1450.0,4,7,0,172795.8670771811,4882.585979535333,8.714645927697681
10103,94,1.0,35.28089402875877,23.35417623467495,6.0,7.0,9.0,1971,0.282797669,1,1,33,8667,2,900.0,0,6,1,148862.21017433386,4219.343479589568,5.9267177940838245
2301,1,2.0,61.40005437465901,37.04082933927086,0.0,17.0,22.0,2016,0.007122317,1,1,1,264,0,900.0,0,1,1,199215.45222932714,3244.5484659301414,24.35922503538815
6455,44,1.0,31.89348347603991,20.94667055523254,7.0,3.0,14.0,1973,0.175054867,1,1,36,10055,3,900.0,1,0,1,182946.36203104112,5736.1674577968315,3.9468129208073712
16334,1,1.0,42.41417613853096,41.41417613853096,1.0,14.0,17.0,1977,0.007122317,1,1,1,264,0,900.0,0,1,1,156476.61434830475,3689.25271204677,0.0
3963,48,3.0,60.49673620327934,38.701932866274475,6.0,4.0,9.0,1980,0.041124634,1,1,46,9515,5,900.0,1,10,1,276349.9122838608,4568.013576059343,15.794803337004865
10065,5,2.0,54.477432041659135,31.149444195768496,7.0,14.0,22.0,1991,0.150817539,1,1,16,3433,4,2643.0,4,5,1,279119.9134223016,5123.587932868373,16.32798784589064
3203,23,2.0,56.21870163187176,55.21870163187176,1.0,3.0,3.0,1977,0.005767451,1,1,1,388,0,900.0,0,0,1,90303.66568299793,1606.29226683888,0.0
1982,28,1.0,38.007936217693626,23.281713820168363,9.0,1.0,12.0,1970,0.118537385,1,1,30,6207,1,1183.0,1,0,1,147636.76035604483,3884.366662542343,5.726222397525262
12393,11,2.0,57.322494472127154,31.78800632302188,10.0,5.0,16.0,1980,0.00016967599999999998,1,1,36,5992,0,900.0,1,1,1,242402.234569005,4228.745395699278,15.534488149105275
16601,88,2.0,47.31752643089487,31.100516771763807,6.0,6.0,12.0,1975,0.127375905,1,1,43,8429,3,900.0,3,9,1,207641.6759898469,4388.2614255649705,10.217009659131065
4191,1,2.0,65.02389875686265,64.02389875686265,1.0,10.0,17.0,1977,0.007122317,1,1,1,264,0,900.0,0,1,1,197343.7979853104,3034.942563552184,0.0
7619,47,2.0,54.7873237643134,33.512142879434535,8.0,1.0,12.0,1978,6.99893e-05,1,1,46,10309,1,240.0,1,16,1,100471.95261307227,1833.8539959587565,13.275180884878864
7605,6,1.0,42.50553193590355,41.50553193590355,1.0,6.0,12.0,2014,0.243204519,1,1,5,1564,0,540.0,0,0,1,113617.2195706784,2672.99841681803,0.0
9723,52,2.0,64.14115197487071,63.14115197487071,1.0,5.0,17.0,1977,0.371148999,1,1,34,7065,1,750.0,2,5,1,158148.93648361234,2465.639166343194,0.0
11398,62,1.0,41.19418849786451,41.19418849786451,0.0,6.0,13.0,1977,0.072157581,1,1,2,629,1,900.0,0,0,0,114063.0920409234,2768.912222820857,0.0
3759,31,2.0,57.95597269122314,32.27257840039711,9.0,17.0,17.0,2001,0.151346216,1,0,32,5889,10,830.0,4,1,1,339414.5500190396,5856.420559574882,16.68339429082603
8443,57,2.0,45.96488978915266,29.141211816173783,5.0,7.0,5.0,1963,0.13321533300000002,1,1,49,11395,3,1406.0,3,4,0,180538.89892241484,3927.756593142546,11.823677972978874
1063,77,1.0,42.67884386982604,23.918634033545928,8.0,7.0,12.0,1983,6.99893e-05,1,1,46,10309,1,240.0,1,16,1,179784.4733339991,4212.49633383595,10.760209836280112
6925,27,2.0,73.30460517784749,63.30460517784749,10.0,15.0,17.0,2016,0.072157581,1,1,2,629,1,900.0,0,0,0,228584.00107195406,3118.2761371864217,0.0
10362,27,2.0,79.22704893716298,79.22704893716298,0.0,9.0,13.0,1977,0.072157581,1,1,2,629,1,900.0,0,0,0,167023.97314312926,2108.168553338397,0.0
2136,74,2.0,84.68773160202026,81.90555163617604,0.0,12.0,17.0,2017,0.075778755,1,1,6,1437,3,900.0,0,2,1,243479.876105312,2875.0312648532868,2.7821799658442217
14675,74,1.0,52.45758937232919,52.4233445561041,0.0,7.0,17.0,1977,0.075778755,1,1,6,1437,3,900.0,0,2,1,160292.1637018166,3055.652492227731,0.034244816225090347
9413,79,1.0,39.42966643301249,18.519732724337832,9.0,2.0,16.0,1981,0.16909109,1,1,19,3856,10,900.0,2,5,1,174952.64419069275,4437.081517996653,11.90993370867466
4014,6,2.0,63.184422013103685,61.14289377226982,1.0,17.0,17.0,2016,0.243204519,1,1,5,1564,0,540.0,0,0,1,190762.98155043615,3019.1457874042785,1.0415282408338626
12246,9,1.0,50.299167150679395,24.3496040418,9.0,11.0,16.0,2006,0.136244425,1,1,11,2370,0,900.0,0,1,1,197101.04908793507,3918.574804578505,16.949563108879396
14020,34,1.0,47.90932737998546,42.78238540963264,1.0,7.0,1.0,2016,0.069753361,1,1,53,13670,4,900.0,1,11,1,181167.64240357085,3781.4691274345714,4.126941970352824
2435,85,4.0,65.55983414534953,47.696254952296684,6.0,6.0,9.0,1976,0.037177818,1,1,52,11217,1,2300.0,1,7,1,266989.0161418366,4072.448010620469,11.863579193052843
7758,156,1.0,39.24892718662953,21.592325047856093,7.0,13.0,17.0,2009,0.007658515,1,1,35,7077,56,2301.0,3,19,1,254236.32508556198,6477.535650252618,10.656602138773437
12162,69,1.0,39.252554812007496,19.394250723900626,7.0,1.0,16.0,1985,0.000991363,1,1,33,6783,3,900.0,1,9,1,184737.9210694037,4706.392283360157,12.85830408810687
15600,108,2.0,49.888740020585054,31.603650465162,6.0,9.0,12.0,1974,0.0,1,1,23,3684,2,900.0,0,4,1,261086.02440592513,5233.365771478614,12.285089555423053
6832,96,2.0,62.78380934113364,35.222368111513255,10.0,5.0,10.0,1994,0.041116354,1,1,53,14892,4,900.0,1,4,1,259293.02212247785,4129.934529993525,17.561441229620385
2952,169,2.0,58.433607265665074,31.08698930261341,8.0,3.0,14.0,1970,0.210473241,1,1,11,2398,2,1994.0,3,0,1,116661.59548998011,1996.4811509853362,19.346617963051663
2855,18,2.0,61.71855284835026,33.0401150131786,10.0,10.0,11.0,2000,0.0,1,1,30,5562,0,900.0,0,5,0,267609.8272514647,4335.970545340127,18.678437835171657
7488,21,1.0,42.5012260708919,22.91573470453811,8.0,2.0,12.0,1979,0.194489265,1,1,47,8004,3,125.0,3,5,1,153038.21948532813,3600.795403644612,11.585491366353793
11248,27,2.0,54.583231282802906,33.320302288938066,11.0,2.0,9.0,2000,0.041116354,1,1,53,14892,4,900.0,1,4,1,238779.44765093192,4374.593479337714,10.26292899386484
9613,148,3.0,127.48158341963554,126.48158341963554,1.0,7.0,1.0,2012,0.313924552,1,1,22,4625,11,3855.0,2,10,1,510700.4447348914,4006.0723363766283,0.0
16674,94,2.0,47.145626414517814,30.738284138231354,5.0,7.0,9.0,1976,0.127375905,1,1,43,8429,3,900.0,3,9,1,210364.31471895878,4462.011234496614,11.40734227628646
3918,41,2.0,48.07704110377844,28.835116601308275,5.0,5.0,9.0,1968,0.175054867,1,1,36,10055,3,900.0,1,0,1,198183.07691950462,4122.197880100594,14.241924502470166
11902,128,2.0,52.08218293973108,34.01705745296253,8.0,7.0,17.0,1994,0.0,1,1,27,4798,0,30.0,2,8,1,243824.7929712899,4681.5394288185125,10.065125486768544
13395,10,2.0,50.29076173681866,32.460809440510396,6.0,12.0,12.0,1973,0.089039719,1,1,33,7976,5,900.0,0,11,1,242107.0978653341,4814.146564976042,11.829952296308264
1836,144,2.0,49.0307877478954,31.91889562577639,8.0,2.0,5.0,1964,0.306977489,1,1,27,5148,14,1575.0,5,7,1,212786.0017001436,4339.844646066842,9.111892122119013
1671,120,3.0,58.57037093462771,37.434125981371615,5.0,4.0,5.0,1961,0.341071945,1,1,27,5664,48,2300.0,3,11,1,305732.5862953504,5219.9189012579145,16.136244953256096
9558,39,1.0,34.19820977216433,20.981127484293157,6.0,7.0,9.0,1973,0.428825818,1,1,25,5011,8,730.0,0,2,1,156375.02000227175,4572.608362954524,7.217082287871175
13887,7,3.0,74.97105425768765,46.23924761599082,10.0,16.0,17.0,1987,0.0,1,1,23,5067,4,900.0,2,6,1,415398.5730306261,5540.786069285273,18.731806641696835
4280,34,2.0,61.33496777880346,4.091944920685359,1.0,7.0,1.0,2014,0.069753361,1,1,53,13670,4,900.0,1,11,1,286564.4419718113,4672.121831143182,56.2430228581181
14319,27,2.0,58.93727974313555,34.74006979324089,11.0,2.0,7.0,1998,0.041116354,1,1,53,14892,4,900.0,1,4,1,217349.25658949924,3687.8060463049114,13.197209949894656
13671,84,3.0,63.72823655447478,38.96093513166355,6.0,9.0,9.0,1971,0.14966637300000002,1,1,22,4789,2,4087.0,4,1,1,291058.0808994419,4567.176131582521,18.767301422811236
9753,23,1.0,41.84569772836166,40.84569772836166,1.0,14.0,17.0,1977,0.075778755,1,1,6,1437,3,900.0,0,2,1,110620.6293204901,2643.5365001815953,0.0
13577,61,1.0,33.646711450929125,21.42355298005255,5.0,8.0,9.0,1975,0.300322518,1,1,52,10311,6,900.0,1,9,1,165018.9484643495,4904.459941204525,7.223158470876577
14756,1,1.0,50.61776843485736,46.505676134063826,1.0,10.0,24.0,1977,0.007122317,1,1,1,264,0,900.0,0,1,1,175188.95821584578,3461.017022931494,3.1120923007935346
3973,1,2.0,62.96990315347615,31.74561055395469,10.0,14.0,14.0,2014,0.007122317,1,1,1,264,0,900.0,0,1,1,92127.0617882676,1463.0332456400145,21.224292599521462
13957,123,2.0,58.91191808519165,33.6122411146587,9.0,12.0,17.0,2005,0.0,1,1,47,11319,0,1145.0,3,5,1,274570.7175007904,4660.6989964872255,16.29967697053295
11765,23,2.0,48.76013224783535,47.76013224783535,1.0,3.0,3.0,1977,0.034656082000000005,1,1,0,168,0,900.0,0,0,1,113250.42650034721,2322.602939727975,0.0
2930,9,2.0,62.34715418212179,61.34715418212179,1.0,7.0,1.0,1977,0.161531741,1,1,25,5648,1,30.0,2,4,1,184172.97563930124,2953.991694654017,0.0
6496,1,2.0,53.18796830353497,34.82049795088077,8.0,7.0,17.0,1990,0.025609157,1,1,33,5261,0,240.0,3,1,1,241419.59687217,4538.988883621727,10.367470352654202
8361,57,3.0,64.0151002560132,43.84285219250445,6.0,10.0,12.0,1984,0.13321533300000002,1,1,49,11395,3,1406.0,3,4,0,270071.6195151077,4218.8736475459755,14.172248063508746
9970,159,3.0,61.809021596554686,40.44472528024896,6.0,2.0,9.0,1972,0.015016892,1,1,17,3079,59,2890.0,0,8,1,378581.5411997035,6125.02077238521,15.364296316305726
3276,27,2.0,62.224569197974155,58.5039850086156,1.0,8.0,17.0,2016,0.017647053,1,1,2,469,0,900.0,0,0,1,192625.0493997445,3095.642957155512,2.7205841893585543
6761,70,2.0,45.592912912750855,27.27845940340863,6.0,3.0,9.0,1981,0.002211665,1,1,39,7614,3,900.0,1,5,0,201121.07053639015,4411.235380403675,12.314453509342226
11448,39,1.0,35.683059286946204,18.662235067338923,7.0,12.0,12.0,1977,0.428825818,1,1,25,5011,8,730.0,0,2,1,150513.47488734513,4218.065319931996,10.020824219607281
12428,94,2.0,39.900424683233375,26.477223105164704,6.0,12.0,14.0,1982,0.282797669,1,1,33,8667,2,900.0,0,6,1,204804.84335521163,5132.898834564861,7.423201578068671
8583,129,3.0,65.68346852974332,43.533322473808525,7.0,11.0,12.0,1977,0.020741326,1,1,24,5613,5,1340.0,2,5,1,313452.5352345641,4772.167826256374,15.150146055934798
2516,3,1.0,42.145274302242434,21.304556088896693,10.0,3.0,14.0,1984,0.265088676,1,1,37,5288,0,1937.0,3,2,1,225889.6912453254,5359.786950854094,10.840718213345742
14635,95,2.0,42.389567415418014,33.06483544074146,5.0,1.0,5.0,1963,0.0,1,1,7,1660,39,1786.0,1,5,1,224746.81185663465,5301.936904760422,4.324731974676553
12377,27,2.0,60.44585456445121,59.44585456445121,1.0,7.0,1.0,1977,0.072157581,1,1,2,629,1,900.0,0,0,0,213798.18515132746,3537.01981205944,0.0
14571,78,1.0,44.570412123654016,19.485741143328703,10.0,18.0,24.0,2011,0.092290642,1,1,21,4346,2,165.0,1,2,1,212821.6747251237,4774.954158706934,15.084670980325313
3975,1,2.0,65.00927913436703,64.00927913436703,1.0,9.0,17.0,1977,0.007122317,1,1,1,264,0,900.0,0,1,1,186403.4841889536,2867.3365813467653,0.0
14822,18,3.0,76.23513674330522,47.001817296653726,10.0,9.0,17.0,1997,0.0,1,1,30,5562,0,900.0,0,5,0,293371.9575586355,3848.2512144821294,19.233319446651493
367,45,1.0,42.367288692851375,40.012528663007295,1.0,7.0,14.0,2015,0.195781053,1,1,23,5212,6,900.0,3,2,1,250466.98077681608,5911.80102632051,1.3547600298440798
9703,15,4.0,98.68670312903869,57.307057812964345,15.0,10.0,17.0,2008,0.158249043,1,1,21,5731,0,900.0,1,0,1,373510.0571282724,3784.80631417878,26.379645316074345
10935,121,3.0,60.43816917856879,43.96785075861281,5.0,5.0,5.0,1965,0.212515361,1,1,19,3293,16,628.0,3,7,1,269680.638174428,4462.0914537903645,11.47031841995598
5267,49,1.0,43.44426635232809,20.702408895355198,8.0,7.0,17.0,2010,0.020741326,1,1,24,5613,5,1340.0,2,5,1,168601.97480454494,3880.8797790990866,14.741857456972895
8753,25,3.0,85.95230644639723,37.04082933927086,1.0,7.0,3.0,2017,0.069753361,1,1,53,13670,4,900.0,1,11,1,309688.5926806599,3603.028301210186,47.91147710712637
11279,19,2.0,74.44137733392219,35.640269014040044,9.0,23.0,25.0,2004,0.000991363,1,1,33,6783,3,900.0,1,9,1,435909.1097547888,5855.736760477018,29.801108319882147
8691,1,2.0,55.2332130691251,54.2332130691251,1.0,13.0,17.0,1977,0.007122317,1,1,1,264,0,900.0,0,1,1,184324.9008862336,3337.2112655396045,0.0
16188,59,2.0,61.50213443093715,33.12142623794768,10.0,5.0,17.0,1985,0.019508796,1,1,37,7687,11,176.0,5,5,1,354879.4031837641,5770.196538174952,18.380708192989466
10337,28,2.0,43.771829534570266,33.24216720327902,5.0,3.0,9.0,1968,0.118537385,1,1,30,6207,1,1183.0,1,0,1,203425.39606435495,4647.404466009193,5.529662331291249
12087,2,3.0,60.15940612151951,46.35452671851282,5.0,4.0,9.0,1968,0.309479124,1,1,35,7715,4,990.0,0,6,1,317296.3052996641,5274.259268097472,8.804879403006687
6072,6,1.0,65.62260302448165,64.62260302448165,1.0,7.0,9.0,2015,0.243204519,1,1,5,1564,0,540.0,0,0,1,175899.97828362975,2680.478526857693,0.0
6600,96,1.0,35.99013769288014,18.12583002371395,1.0,1.0,9.0,1978,0.041116354,1,1,53,14892,4,900.0,1,4,1,155312.29482522552,4315.412631943074,16.86430766916619
10726,27,3.0,89.6929642467968,87.62381427680403,1.0,7.0,1.0,1977,0.072157581,1,1,2,629,1,900.0,0,0,0,265978.8377804947,2965.437033039005,1.069149969992779
3428,108,3.0,110.20396948700356,59.27070227635576,12.0,19.0,28.0,2007,0.019508796,1,1,37,7687,11,176.0,5,5,1,146061.7305650271,1325.3763112612044,38.9332672106478
15386,127,2.0,45.92367266158226,26.177752782849087,5.0,3.0,5.0,1967,0.486245621,1,1,13,2514,19,900.0,0,6,1,176480.46517329663,3842.9083508587173,14.745919878733172
12613,6,2.0,65.49667436641931,5.5893235804425885,1.0,5.0,17.0,1977,0.243204519,1,1,5,1564,0,540.0,0,0,1,180727.64354109476,2759.3407648458456,58.907350785976725
3749,85,1.0,42.19894558704247,20.794835924374308,10.0,16.0,22.0,1987,0.037177818,1,1,52,11217,1,2300.0,1,7,1,87182.52338492699,2065.9881940675095,11.404109662668166
6172,27,2.0,102.06923622776027,92.06923622776027,10.0,2.0,5.0,1977,0.07542368,1,1,11,3097,0,900.0,0,0,1,116942.67104480596,1145.7190762538546,0.0
8173,56,1.0,40.812877553246935,23.09788779329753,10.0,10.0,22.0,1999,0.0,1,1,23,5067,4,900.0,2,6,1,292718.3126005229,7172.20470961953,7.714989759949404
14901,31,2.0,62.30129218800013,30.388568968400406,10.0,11.0,12.0,2008,0.151346216,1,0,32,5889,10,830.0,4,1,1,427526.00361512345,6862.233327761849,21.912723219599727
9742,1,2.0,63.672610618053405,62.672610618053405,1.0,11.0,17.0,1977,0.007122317,1,1,1,264,0,900.0,0,1,1,194510.14788951524,3054.8480108080385,0.0
12256,169,1.0,33.25798132827507,18.181442895582567,5.0,7.0,9.0,1967,0.17891679600000002,1,1,18,3594,4,192.0,1,5,1,201616.27389759172,6062.192166972648,10.076538432692505
3839,31,3.0,78.47198680838288,52.70682355093004,8.0,7.0,5.0,1957,0.151346216,1,0,32,5889,10,830.0,4,1,1,419692.97803382436,5348.315941823332,17.76516325745284
10835,61,2.0,45.586982489186994,34.682385480990014,5.0,5.0,5.0,1962,0.298204575,1,1,16,4048,3,900.0,1,3,1,177434.7589711046,3892.2242553165534,5.90459700819698
5460,74,1.0,50.145176202730894,49.145176202730894,1.0,8.0,12.0,1977,0.075778755,1,1,6,1437,3,900.0,0,2,1,171901.0874084269,3428.0682694872094,0.0
13759,109,1.0,40.117363791934814,21.391897654599497,10.0,5.0,22.0,1982,0.0,1,1,25,5027,4,46.0,1,1,1,239038.59002294773,5958.481999532681,8.725466137335317
14787,34,2.0,67.70914937562125,57.70914937562125,10.0,7.0,19.0,2017,0.069753361,1,1,53,13670,4,900.0,1,11,1,241737.8084974161,3570.238449701364,0.0
9892,62,2.0,71.3047632136293,70.3047632136293,1.0,13.0,20.0,1977,0.072157581,1,1,2,629,1,900.0,0,0,0,170564.40872038715,2392.047894603838,0.0
3287,27,3.0,104.64224916672009,91.64224916672009,13.0,7.0,17.0,2015,0.072157581,1,1,2,629,1,900.0,0,0,0,206780.54887701644,1976.0713337455663,0.0
7967,9,1.0,37.470195242427614,21.485797280082046,7.0,12.0,17.0,1993,0.069753361,1,1,53,13670,4,900.0,1,11,1,187899.22196065105,5014.631515661071,8.984397962345568
10666,94,1.0,37.98575172539788,20.142098703933197,9.0,8.0,16.0,1974,0.521867054,1,1,25,6149,0,900.0,0,0,1,137656.12292446892,3623.888344229603,8.843653021464686
8141,46,2.0,69.80461247985367,33.82966008436593,12.0,13.0,16.0,2014,0.188783766,1,1,31,6137,4,900.0,0,1,1,465067.06588342227,6662.411685440491,23.97495239548774
